query	runtime_s	answers	engine	benchmark	subset	querytype
L44	0.282607078552	57	nLDE	WatDiv	General	L4
L45	0.29240489006	47	nLDE	WatDiv	General	L4
L51	91.5974481106	238	nLDE	WatDiv	General	L5
L52	16.767635107	65	nLDE	WatDiv	General	L5
L53	90.3415038586	238	nLDE	WatDiv	General	L5
L54	17.3251941204	65	nLDE	WatDiv	General	L5
L55	28.615504980100003	74	nLDE	WatDiv	General	L5
S11	1.84394598007	19	nLDE	WatDiv	General	S1
S12	1.12848091125	9	nLDE	WatDiv	General	S1
S13	1.7584669590000002	9	nLDE	WatDiv	General	S1
S14	0.9390468597409999	9	nLDE	WatDiv	General	S1
S15	1.64381194115	9	nLDE	WatDiv	General	S1
S21	10.9150729179	11	nLDE	WatDiv	General	S2
S22	10.7065279484	14	nLDE	WatDiv	General	S2
S23	10.979655981099999	12	nLDE	WatDiv	General	S2
S24	10.5654020309	17	nLDE	WatDiv	General	S2
S25	10.870356082899999	11	nLDE	WatDiv	General	S2
S31	0.308494091034	0	nLDE	WatDiv	General	S3
S32	0.3203561306	0	nLDE	WatDiv	General	S3
S33	1.4051218032799997	320	nLDE	WatDiv	General	S3
S34	0.345538139343	0	nLDE	WatDiv	General	S3
S35	0.32044792175299996	0	nLDE	WatDiv	General	S3
S41	0.302793979645	0	nLDE	WatDiv	General	S4
S42	0.421899080276	4	nLDE	WatDiv	General	S4
S43	0.372759103775	1	nLDE	WatDiv	General	S4
S44	0.40465402603100004	1	nLDE	WatDiv	General	S4
S45	0.440507888794	0	nLDE	WatDiv	General	S4
S51	0.242376089096	0	nLDE	WatDiv	General	S5
S52	0.503128051758	9	nLDE	WatDiv	General	S5
S53	0.235507011414	0	nLDE	WatDiv	General	S5
S54	0.48980307579	9	nLDE	WatDiv	General	S5
S55	0.508594989777	9	nLDE	WatDiv	General	S5
S61	0.0967018604279	1	nLDE	WatDiv	General	S6
S62	0.10294413566600001	1	nLDE	WatDiv	General	S6
S63	0.0925998687744	2	nLDE	WatDiv	General	S6
S64	0.09697890281680001	1	nLDE	WatDiv	General	S6
S65	0.10709905624399998	2	nLDE	WatDiv	General	S6
S71	0.167006969452	5	nLDE	WatDiv	General	S7
S72	0.246196985245	2	nLDE	WatDiv	General	S7
S73	0.124491930008	1	nLDE	WatDiv	General	S7
S74	0.365733861923	13	nLDE	WatDiv	General	S7
S75	0.32210111618	7	nLDE	WatDiv	General	S7
C11	44.7238049507	20	nLDE	WatDiv	General	C1
C21	21.5172228813	2	nLDE	WatDiv	General	C2
C31	95.3481678963	417029	nLDE	WatDiv	General	C3
F11	0.8861460685729999	0	nLDE	WatDiv	General	F1
F12	5.863492965700001	9	nLDE	WatDiv	General	F1
F13	5.310477018359999	5	nLDE	WatDiv	General	F1
F14	5.41020393372	4	nLDE	WatDiv	General	F1
F15	5.81280899048	9	nLDE	WatDiv	General	F1
F21	0.790853023529	0	nLDE	WatDiv	General	F2
F22	0.8058979511259999	0	nLDE	WatDiv	General	F2
F23	0.88364315033	6	nLDE	WatDiv	General	F2
F24	0.880948066711	8	nLDE	WatDiv	General	F2
F25	0.961478948593	6	nLDE	WatDiv	General	F2
F31	15.5544679165	26	nLDE	WatDiv	General	F3
F32	15.555917024600001	5	nLDE	WatDiv	General	F3
F33	15.6785430908	26	nLDE	WatDiv	General	F3
F34	15.770787000699999	5	nLDE	WatDiv	General	F3
F35	15.7614719868	5	nLDE	WatDiv	General	F3
F41	0.7657260894779999	20	nLDE	WatDiv	General	F4
F42	0.6962008476260001	44	nLDE	WatDiv	General	F4
F43	0.725924015045	4	nLDE	WatDiv	General	F4
F44	0.6834139823909999	44	nLDE	WatDiv	General	F4
F45	0.7163660526279999	4	nLDE	WatDiv	General	F4
F51	37.1467750072	25	nLDE	WatDiv	General	F5
F52	36.8470900059	25	nLDE	WatDiv	General	F5
F53	36.2457549572	38	nLDE	WatDiv	General	F5
F54	36.6325969696	57	nLDE	WatDiv	General	F5
F55	36.5550830364	25	nLDE	WatDiv	General	F5
L11	0.626929998398	2	nLDE	WatDiv	General	L1
L12	0.389518022537	0	nLDE	WatDiv	General	L1
L13	0.612259149551	2	nLDE	WatDiv	General	L1
L14	0.38924098014799996	0	nLDE	WatDiv	General	L1
L15	0.406522035599	1	nLDE	WatDiv	General	L1
L21	3.32658219337	15	nLDE	WatDiv	General	L2
L22	3.3445079326599996	15	nLDE	WatDiv	General	L2
L23	20.0324239731	48	nLDE	WatDiv	General	L2
L24	21.684689045	48	nLDE	WatDiv	General	L2
L25	90.16580080989999	236	nLDE	WatDiv	General	L2
L31	0.5579109191889999	38	nLDE	WatDiv	General	L3
L32	0.340029001236	41	nLDE	WatDiv	General	L3
L33	0.37443089485200004	21	nLDE	WatDiv	General	L3
L34	0.506253004074	27	nLDE	WatDiv	General	L3
L35	0.395925045013	41	nLDE	WatDiv	General	L3
L41	0.306927919388	54	nLDE	WatDiv	General	L4
L42	0.312129974365	60	nLDE	WatDiv	General	L4
L43	0.308239936829	47	nLDE	WatDiv	General	L4
L44	0.325669050217	57	nLDE	WatDiv	General	L4
L45	0.30134582519499997	47	nLDE	WatDiv	General	L4
L51	90.4673168659	238	nLDE	WatDiv	General	L5
L52	16.722992897	65	nLDE	WatDiv	General	L5
L53	89.3865599632	238	nLDE	WatDiv	General	L5
L54	17.1888132095	65	nLDE	WatDiv	General	L5
L55	28.744812011700002	74	nLDE	WatDiv	General	L5
S11	1.68023204803	19	nLDE	WatDiv	General	S1
S12	1.1623980998999999	9	nLDE	WatDiv	General	S1
S13	1.79673600197	9	nLDE	WatDiv	General	S1
S14	1.19928193092	9	nLDE	WatDiv	General	S1
S15	1.53382205963	9	nLDE	WatDiv	General	S1
S21	10.8803470135	11	nLDE	WatDiv	General	S2
S22	10.950587034200002	14	nLDE	WatDiv	General	S2
S23	10.749540805799999	12	nLDE	WatDiv	General	S2
S24	10.9295649529	17	nLDE	WatDiv	General	S2
S25	10.6539340019	11	nLDE	WatDiv	General	S2
S31	0.33983707428000004	0	nLDE	WatDiv	General	S3
S32	0.338255882263	0	nLDE	WatDiv	General	S3
S33	1.4065310955	320	nLDE	WatDiv	General	S3
S34	0.30354309081999997	0	nLDE	WatDiv	General	S3
S35	0.311000108719	0	nLDE	WatDiv	General	S3
S41	0.289155960083	0	nLDE	WatDiv	General	S4
S42	0.34812593460100005	4	nLDE	WatDiv	General	S4
S43	0.396573781967	1	nLDE	WatDiv	General	S4
S44	0.368247032166	1	nLDE	WatDiv	General	S4
S45	0.39720606803900005	0	nLDE	WatDiv	General	S4
S51	0.19215488433800001	0	nLDE	WatDiv	General	S5
S52	0.5247740745539999	9	nLDE	WatDiv	General	S5
S53	0.22467684745799998	0	nLDE	WatDiv	General	S5
S54	0.535940170288	9	nLDE	WatDiv	General	S5
S55	0.559725999832	9	nLDE	WatDiv	General	S5
S61	0.0860788822174	1	nLDE	WatDiv	General	S6
S62	0.0884501934052	1	nLDE	WatDiv	General	S6
S63	0.08145594596860001	2	nLDE	WatDiv	General	S6
S64	0.0899040699005	1	nLDE	WatDiv	General	S6
S65	0.0868098735809	2	nLDE	WatDiv	General	S6
S71	0.256829023361	5	nLDE	WatDiv	General	S7
S72	0.230951070786	2	nLDE	WatDiv	General	S7
S73	0.108210086823	1	nLDE	WatDiv	General	S7
S74	0.368802785873	13	nLDE	WatDiv	General	S7
S75	0.338032007217	7	nLDE	WatDiv	General	S7
C11	45.3871641159	20	nLDE	WatDiv	General	C1
C21	21.6801769733	2	nLDE	WatDiv	General	C2
C31	95.9975090027	417029	nLDE	WatDiv	General	C3
F11	0.9207909107209999	0	nLDE	WatDiv	General	F1
F12	5.959681034090001	9	nLDE	WatDiv	General	F1
F13	5.30246496201	5	nLDE	WatDiv	General	F1
F14	5.46345686913	4	nLDE	WatDiv	General	F1
F15	5.881507158280001	9	nLDE	WatDiv	General	F1
F21	0.820847034454	0	nLDE	WatDiv	General	F2
F22	0.814121961594	0	nLDE	WatDiv	General	F2
F23	0.8525469303129999	6	nLDE	WatDiv	General	F2
F24	0.818516016006	8	nLDE	WatDiv	General	F2
F25	0.861536026001	6	nLDE	WatDiv	General	F2
F31	15.786042928699999	26	nLDE	WatDiv	General	F3
F32	15.4258060455	5	nLDE	WatDiv	General	F3
F33	15.5269699097	26	nLDE	WatDiv	General	F3
F34	15.6036028862	5	nLDE	WatDiv	General	F3
F35	15.676242113099999	5	nLDE	WatDiv	General	F3
F41	0.773588180542	20	nLDE	WatDiv	General	F4
F42	0.70240688324	44	nLDE	WatDiv	General	F4
F43	0.723571062088	4	nLDE	WatDiv	General	F4
F44	0.670734882355	44	nLDE	WatDiv	General	F4
F45	0.774005889893	4	nLDE	WatDiv	General	F4
F51	36.3285410404	25	nLDE	WatDiv	General	F5
F52	37.3597791195	25	nLDE	WatDiv	General	F5
F53	36.7685749531	38	nLDE	WatDiv	General	F5
F54	37.191603899	57	nLDE	WatDiv	General	F5
F55	36.7459058762	25	nLDE	WatDiv	General	F5
L11	0.671565055847	2	nLDE	WatDiv	General	L1
L12	0.415865898132	0	nLDE	WatDiv	General	L1
L13	0.6573121547699999	2	nLDE	WatDiv	General	L1
L14	0.40458607673600006	0	nLDE	WatDiv	General	L1
L15	0.45044994354199996	1	nLDE	WatDiv	General	L1
L21	3.81681513786	15	nLDE	WatDiv	General	L2
L22	3.86786103249	15	nLDE	WatDiv	General	L2
L23	21.03875494	48	nLDE	WatDiv	General	L2
L24	20.2146959305	48	nLDE	WatDiv	General	L2
L25	89.97382903100001	236	nLDE	WatDiv	General	L2
L31	0.509570837021	38	nLDE	WatDiv	General	L3
L32	0.359004020691	41	nLDE	WatDiv	General	L3
L33	0.508926153183	21	nLDE	WatDiv	General	L3
L34	0.407014846802	27	nLDE	WatDiv	General	L3
L35	0.260653972626	41	nLDE	WatDiv	General	L3
L41	0.283072948456	54	nLDE	WatDiv	General	L4
L42	0.337913036346	60	nLDE	WatDiv	General	L4
L43	0.360464811325	47	nLDE	WatDiv	General	L4
L44	0.298809051514	57	nLDE	WatDiv	General	L4
L45	0.290353059769	47	nLDE	WatDiv	General	L4
L51	90.7376959324	238	nLDE	WatDiv	General	L5
L52	17.4539091587	65	nLDE	WatDiv	General	L5
L53	87.5734519958	238	nLDE	WatDiv	General	L5
L54	16.3369319439	65	nLDE	WatDiv	General	L5
L55	28.0243082047	74	nLDE	WatDiv	General	L5
S11	1.8017539978000001	19	nLDE	WatDiv	General	S1
S12	1.23205804825	9	nLDE	WatDiv	General	S1
S13	1.7973520755799999	9	nLDE	WatDiv	General	S1
S14	1.07226705551	9	nLDE	WatDiv	General	S1
S15	1.85933804512	9	nLDE	WatDiv	General	S1
S21	10.782296895999998	11	nLDE	WatDiv	General	S2
S22	10.787271022799999	14	nLDE	WatDiv	General	S2
S23	10.6784300804	12	nLDE	WatDiv	General	S2
S24	10.6021299362	17	nLDE	WatDiv	General	S2
S25	10.828866958599999	11	nLDE	WatDiv	General	S2
S31	0.33406496048	0	nLDE	WatDiv	General	S3
S32	0.360519170761	0	nLDE	WatDiv	General	S3
S33	1.40164208412	320	nLDE	WatDiv	General	S3
S34	0.294633865356	0	nLDE	WatDiv	General	S3
S35	0.339555978775	0	nLDE	WatDiv	General	S3
S41	0.285536050797	0	nLDE	WatDiv	General	S4
S42	0.36578702926600004	4	nLDE	WatDiv	General	S4
S43	0.410702943802	1	nLDE	WatDiv	General	S4
S44	0.352387189865	1	nLDE	WatDiv	General	S4
S45	0.388940095901	0	nLDE	WatDiv	General	S4
S51	0.22287106514000002	0	nLDE	WatDiv	General	S5
S52	0.527278900146	9	nLDE	WatDiv	General	S5
S53	0.20204806327799998	0	nLDE	WatDiv	General	S5
S54	0.512891054153	9	nLDE	WatDiv	General	S5
S55	0.501548051834	9	nLDE	WatDiv	General	S5
S61	0.0839591026306	1	nLDE	WatDiv	General	S6
S62	0.08791399002080001	1	nLDE	WatDiv	General	S6
S63	0.0870409011841	2	nLDE	WatDiv	General	S6
S64	0.08564496040339999	1	nLDE	WatDiv	General	S6
S65	0.0950448513031	2	nLDE	WatDiv	General	S6
S71	0.21193218231199998	5	nLDE	WatDiv	General	S7
S72	0.205984115601	2	nLDE	WatDiv	General	S7
S73	0.10308599472	1	nLDE	WatDiv	General	S7
S74	0.38847708702100003	13	nLDE	WatDiv	General	S7
S75	0.30619096755999997	7	nLDE	WatDiv	General	S7
