query	runtime_s	answers	engine	optimization_time_s	bc_cost_p_star	triple_pattern_count	robustness_threshold	cost_threshold	idp_k	idp_top_t	idp_adaptive_k	phi_shj	phi_nlj	delta	requests	execution_time_s	benchmark	subset
L25	93.27521204950001	236	CROP	0.0201048851013	25.636	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	93.25510716439871	WatDiv	General
L31	0.599965810776	38	CROP	0.0230190753937	120.197	2	0.0	0.0	2	5	False	0.001	0.001	4.0	38	0.5769467353823	WatDiv	General
L31	0.6502308845520001	38	CROP	0.0157098770142	120.197	2	0.0	0.0	2	5	False	0.001	0.001	4.0	38	0.6345210075378	WatDiv	General
L31	0.6138691902160001	38	CROP	0.0152270793915	120.197	2	0.0	0.0	2	5	False	0.001	0.001	4.0	38	0.5986421108245	WatDiv	General
L32	0.334115028381	41	CROP	0.013118982315100001	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.3209960460659	WatDiv	General
L32	0.323406934738	41	CROP	0.0140559673309	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.3093509674071	WatDiv	General
L32	0.362157821655	41	CROP	0.011705160141	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.350452661514	WatDiv	General
L33	0.47685503959700004	21	CROP	0.0173590183258	118.189	2	0.0	0.0	2	5	False	0.001	0.001	4.0	30	0.45949602127120004	WatDiv	General
L33	0.451929807663	21	CROP	0.0116400718689	118.189	2	0.0	0.0	2	5	False	0.001	0.001	4.0	30	0.4402897357941	WatDiv	General
L33	0.450429916382	21	CROP	0.0185029506683	118.189	2	0.0	0.0	2	5	False	0.001	0.001	4.0	30	0.4319269657137	WatDiv	General
L34	0.5574350357060001	27	CROP	0.0170321464539	118.94200000000001	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.5404028892521	WatDiv	General
L34	0.557076931	27	CROP	0.0146930217743	118.94200000000001	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.5423839092257	WatDiv	General
L34	0.51939201355	27	CROP	0.0130228996277	118.94200000000001	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.5063691139223	WatDiv	General
L35	0.37260293960600005	41	CROP	0.0117058753967	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.36089706420930007	WatDiv	General
L35	0.414255142212	41	CROP	0.0206210613251	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.3936340808869	WatDiv	General
L35	0.345480918884	41	CROP	0.0158491134644	116.181	2	0.0	0.0	2	5	False	0.001	0.001	4.0	22	0.3296318054196	WatDiv	General
L41	0.307642936707	54	CROP	0.022696018218999997	31.016	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.284946918488	WatDiv	General
L41	0.284171104431	54	CROP	0.013235092163100001	31.016	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.27093601226790004	WatDiv	General
L41	0.278293132782	54	CROP	0.0129170417786	31.016	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.26537609100340004	WatDiv	General
L42	0.317186117172	60	CROP	0.0206549167633	31.555	2	0.0	0.0	2	5	False	0.001	0.001	4.0	34	0.2965312004087	WatDiv	General
L42	0.300287008286	60	CROP	0.025908946991	31.555	2	0.0	0.0	2	5	False	0.001	0.001	4.0	34	0.27437806129500003	WatDiv	General
L42	0.336358070374	60	CROP	0.013890027999899999	31.555	2	0.0	0.0	2	5	False	0.001	0.001	4.0	34	0.3224680423741	WatDiv	General
L43	0.306713819504	47	CROP	0.025000095367400003	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.2817137241366	WatDiv	General
L43	0.29861998558	47	CROP	0.0136699676514	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.28495001792860003	WatDiv	General
L43	0.30288386344900003	47	CROP	0.0181169509888	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.28476691246020003	WatDiv	General
L44	0.282767057419	57	CROP	0.018049955367999998	31.269000000000002	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.26471710205099996	WatDiv	General
L44	0.28202199935899996	57	CROP	0.017297983169599997	31.269000000000002	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.26472401618939995	WatDiv	General
L44	0.297324895859	57	CROP	0.0196950435638	31.269000000000002	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.27762985229520004	WatDiv	General
L45	0.270838022232	47	CROP	0.019307136535599997	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.2515308856964	WatDiv	General
L45	0.331583023071	47	CROP	0.0126700401306	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.3189129829404	WatDiv	General
L45	0.280482053757	47	CROP	0.0145599842072	30.994	2	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.2659220695498	WatDiv	General
L51	96.5336549282	238	CROP	0.0226850509644	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	96.5109698772356	WatDiv	General
L51	96.5177159309	238	CROP	0.0274620056152	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	96.49025392528479	WatDiv	General
L51	95.0982298851	238	CROP	0.0302329063416	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	95.0679969787584	WatDiv	General
L52	18.5588889122	65	CROP	0.0220680236816	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	18.5368208885184	WatDiv	General
L52	17.9092900753	65	CROP	0.0212500095367	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	17.8880400657633	WatDiv	General
L52	18.584965944300002	65	CROP	0.026829957962000002	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	18.558135986338	WatDiv	General
L53	96.2444119453	238	CROP	0.0255661010742	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	96.2188458442258	WatDiv	General
L53	96.3885979652	238	CROP	0.0349230766296	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	96.35367488857041	WatDiv	General
L53	96.62427616120002	238	CROP	0.0218958854675	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	5343	96.60238027573251	WatDiv	General
L54	17.4530248642	65	CROP	0.0258240699768	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	17.4272007942232	WatDiv	General
L54	17.8437070847	65	CROP	0.0220310688019	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	17.8216760158981	WatDiv	General
L54	17.5580770969	65	CROP	0.0256190299988	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1081	17.5324580669012	WatDiv	General
L55	31.9023919106	74	CROP	0.0352020263672	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1814	31.867189884232797	WatDiv	General
L55	30.1868159771	74	CROP	0.028551101684599997	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1814	30.1582648754154	WatDiv	General
L55	30.7968227863	74	CROP	0.025818109512299996	26.191	3	0.0	0.0	2	5	False	0.001	0.001	4.0	1814	30.7710046767877	WatDiv	General
Q10	30.331625938400002	9040	CROP	0.0510258674622	2267.79533333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	4209	30.2806000709378	nLDE	General
Q10	30.3193080425	9040	CROP	0.0544629096985	2267.79533333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	4209	30.2648451328015	nLDE	General
Q10	30.22884202	9040	CROP	0.0635421276093	2267.79533333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	4209	30.1652998923907	nLDE	General
Q1	0.24583292007399998	2	CROP	0.054370880127	29.378	6	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.19146203994699998	nLDE	General
Q1	0.239635944366	2	CROP	0.0554399490356	29.378	6	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.1841959953304	nLDE	General
Q1	0.250791072845	2	CROP	0.05420708656309999	29.378	6	0.0	0.0	2	5	False	0.001	0.001	4.0	33	0.19658398628190002	nLDE	General
Q2	4.89274716377	8	CROP	0.0473430156708	20.4648333333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	324	4.8454041480992	nLDE	General
Q2	5.03434610367	8	CROP	0.0544860363007	20.4648333333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	324	4.9798600673693	nLDE	General
Q2	4.90148305893	8	CROP	0.045912027359	20.4648333333	6	0.0	0.0	2	5	False	0.001	0.001	4.0	324	4.855571031571	nLDE	General
Q3	1.27547883987	18	CROP	0.0470681190491	132.937	6	0.0	0.0	2	5	False	0.001	0.001	4.0	257	1.2284107208209	nLDE	General
Q3	1.2971501350399999	18	CROP	0.0599389076233	132.937	6	0.0	0.0	2	5	False	0.001	0.001	4.0	257	1.2372112274167	nLDE	General
Q3	1.28696799278	18	CROP	0.049491882324199994	132.937	6	0.0	0.0	2	5	False	0.001	0.001	4.0	257	1.2374761104557999	nLDE	General
Q4	0.511904001236	54	CROP	0.0587298870087	109.95700000000001	6	0.0	0.0	2	5	False	0.001	0.001	4.0	119	0.4531741142273	nLDE	General
Q4	0.494894981384	54	CROP	0.0467259883881	109.95700000000001	6	0.0	0.0	2	5	False	0.001	0.001	4.0	119	0.4481689929959	nLDE	General
Q4	0.511349916458	54	CROP	0.048689126968400005	109.95700000000001	6	0.0	0.0	2	5	False	0.001	0.001	4.0	119	0.4626607894896	nLDE	General
Q5	117.947750092	1091	CROP	0.031172990799	9076.41933333	4	0.0	0.0	2	5	False	0.001	0.001	4.0	11619	117.916577101201	nLDE	General
Q5	119.14764499700001	1091	CROP	0.05537700653080001	9076.41933333	4	0.0	0.0	2	5	False	0.001	0.001	4.0	11619	119.09226799046921	nLDE	General
