query	runtime_s	answers	engine	optimization_time_s	bc_cost_p_star	ac_cost_p_star	triple_pattern_count	robustness_threshold	robustness_p_star	cost_threshold	cost_p_star_cost_r_star_ratio	r_star_selected	idp_k	idp_top_t	idp_adaptive_k	phi_shj	phi_nlj	delta	requests	execution_time_s	benchmark	subset
F21	0.936288833618	0	CROP	0.108816862106	629.0914285709999	640.3694047619048	8	0.05	0.3653077116830861	0.1	0.160494080404	False	4	5	True	0.001	0.001	4.0	63	0.827471971512	WatDiv	General
F22	1.21985006332	0	CROP	0.10403585434	632.102261905	643.3384285714285	8	0.05	0.3705525956753227	0.1	0.163159041965	False	4	5	True	0.001	0.001	4.0	75	1.11581420898	WatDiv	General
F22	1.10946106911	0	CROP	0.0916690826416	632.102261905	643.3384285714285	8	0.05	0.3705525956753227	0.1	0.163159041965	False	4	5	True	0.001	0.001	4.0	75	1.0177919864684	WatDiv	General
F22	0.9569649696349999	0	CROP	0.0815420150757	632.102261905	643.3384285714285	8	0.05	0.3705525956753227	0.1	0.163159041965	False	4	5	True	0.001	0.001	4.0	75	0.8754229545592999	WatDiv	General
F23	0.935338973999	6	CROP	0.10278701782199999	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.8325519561770001	WatDiv	General
F23	0.959119081497	6	CROP	0.150006055832	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.809113025665	WatDiv	General
F23	0.842432975769	6	CROP	0.0776450634003	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.7647879123687	WatDiv	General
F24	0.959090948105	8	CROP	0.131108999252	419.4185	516.173	8	0.05	0.8125541242955365	0.1	0.25728336738	False	4	5	True	0.001	0.001	4.0	202	0.8279819488529999	WatDiv	General
F24	0.906573057175	8	CROP	0.102276802063	419.4185	516.173	8	0.05	0.8125541242955365	0.1	0.25728336738	False	4	5	True	0.001	0.001	4.0	202	0.8042962551120001	WatDiv	General
F24	0.9082081317899999	8	CROP	0.09032416343689999	419.4185	516.173	8	0.05	0.8125541242955365	0.1	0.25728336738	False	4	5	True	0.001	0.001	4.0	202	0.8178839683531	WatDiv	General
F25	0.891632795334	6	CROP	0.0828561782837	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.8087766170503	WatDiv	General
F25	0.934895992279	6	CROP	0.124101877213	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.810794115066	WatDiv	General
F25	0.8976230621340001	6	CROP	0.0786318778992	554.1035	641.0863333333334	8	0.05	0.8643196262177897	0.1	0.317032236175	False	4	5	True	0.001	0.001	4.0	235	0.8189911842348001	WatDiv	General
F31	1.63868498802	26	CROP	0.0559678077698	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.5827171802502	WatDiv	General
F31	1.69283294678	26	CROP	0.0841569900513	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.6086759567287001	WatDiv	General
F31	1.64143204689	26	CROP	0.0596280097961	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.5818040370939002	WatDiv	General
F32	0.413682937622	5	CROP	0.07548594474789999	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.3381969928741	WatDiv	General
F32	0.43890619278000004	5	CROP	0.0987029075623	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.34020328521770005	WatDiv	General
F32	0.381340026855	5	CROP	0.0481159687042	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.33322405815080003	WatDiv	General
F33	1.6287209987600002	26	CROP	0.0531132221222	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.5756077766378003	WatDiv	General
F33	1.38192987442	26	CROP	0.0526831150055	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.3292467594144999	WatDiv	General
F33	1.6529848575600001	26	CROP	0.053404092788699994	535.075666667	2831.9855	6	0.05	0.13581484321394538	0.1	0.22205528880800002	False	4	5	True	0.001	0.001	4.0	169	1.5995807647713	WatDiv	General
F34	0.399253129959	5	CROP	0.07723307609560001	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.32202005386339994	WatDiv	General
F34	0.35362601280199996	5	CROP	0.04688310623169999	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.30674290657029996	WatDiv	General
F34	0.36622405052199997	5	CROP	0.0577168464661	482.5615	2713.1710000000007	6	0.05	0.17267083423787147	0.1	0.259573704176	False	4	5	True	0.001	0.001	4.0	85	0.3085072040559	WatDiv	General
F35	0.442063093185	5	CROP	0.0467329025269	486.73683333300005	2715.370833333333	6	0.05	0.17525187627840885	0.1	0.262751883301	False	4	5	True	0.001	0.001	4.0	100	0.3953301906581	WatDiv	General
F35	0.44537186622599995	5	CROP	0.067113161087	486.73683333300005	2715.370833333333	6	0.05	0.17525187627840885	0.1	0.262751883301	False	4	5	True	0.001	0.001	4.0	100	0.37825870513899995	WatDiv	General
F35	0.45281600952100004	5	CROP	0.0543549060822	486.73683333300005	2715.370833333333	6	0.05	0.17525187627840885	0.1	0.262751883301	False	4	5	True	0.001	0.001	4.0	100	0.39846110343880004	WatDiv	General
F41	0.853024959564	20	CROP	0.10054397582999999	538.9133333330001	1104.80925	9	0.05	0.5116937607102765	0.1	0.36873196939400005	False	4	5	True	0.001	0.001	4.0	244	0.7524809837340001	WatDiv	General
F41	0.906117916107	20	CROP	0.15598607063300002	538.9133333330001	1104.80925	9	0.05	0.5116937607102765	0.1	0.36873196939400005	False	4	5	True	0.001	0.001	4.0	244	0.750131845474	WatDiv	General
F41	0.885083913803	20	CROP	0.124372959137	538.9133333330001	1104.80925	9	0.05	0.5116937607102765	0.1	0.36873196939400005	False	4	5	True	0.001	0.001	4.0	244	0.760710954666	WatDiv	General
F42	0.735129833221	44	CROP	0.0955891609192	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.6395406723018	WatDiv	General
F42	0.754400014877	44	CROP	0.10522508621200001	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.649174928665	WatDiv	General
F42	0.756786823273	44	CROP	0.10347199439999999	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.653314828873	WatDiv	General
F43	0.8066859245300001	4	CROP	0.110337018967	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.6963489055630001	WatDiv	General
F43	0.8511991500849999	4	CROP	0.148276090622	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.7029230594629999	WatDiv	General
F43	0.7927629947660001	4	CROP	0.111051082611	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.6817119121550002	WatDiv	General
F44	0.7102320194239999	44	CROP	0.103355169296	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.606876850128	WatDiv	General
F44	0.759207010269	44	CROP	0.126154184341	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.6330528259279999	WatDiv	General
F44	0.7493991851809999	44	CROP	0.10237598419199999	522.786666667	1088.8251666666667	9	0.05	0.502082443294003	0.1	0.360375959642	False	4	5	True	0.001	0.001	4.0	225	0.6470232009889999	WatDiv	General
F45	0.788895130157	4	CROP	0.10256505012499999	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.686330080032	WatDiv	General
F45	0.8092699050900001	4	CROP	0.11499786377	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.6942720413200001	WatDiv	General
F45	0.8767428398129999	4	CROP	0.15570306777999998	519.506666667	1085.5741666666668	9	0.05	0.5000929615587449	0.1	0.35865456312	False	4	5	True	0.001	0.001	4.0	234	0.721039772033	WatDiv	General
F51	0.7638339996340001	25	CROP	0.05292296409609999	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7109110355379001	WatDiv	General
F51	0.801332950592	25	CROP	0.0458011627197	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7555317878723	WatDiv	General
F51	0.912907838821	25	CROP	0.0836391448975	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.8292686939235	WatDiv	General
F52	0.850836992264	25	CROP	0.0812888145447	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7695481777193001	WatDiv	General
F52	0.881489038467	25	CROP	0.0961110591888	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7853779792782	WatDiv	General
F52	0.867248058319	25	CROP	0.07599401473999999	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.791254043579	WatDiv	General
F53	1.26281404495	38	CROP	0.04708099365230001	2184.67333333	5035.36075	6	0.05	0.11693710326514342	0.1	0.214618323094	False	4	5	True	0.001	0.001	4.0	265	1.2157330512977	WatDiv	General
F53	1.31768321991	38	CROP	0.0524129867554	2184.67333333	5035.36075	6	0.05	0.11693710326514342	0.1	0.214618323094	False	4	5	True	0.001	0.001	4.0	265	1.2652702331546	WatDiv	General
F53	1.3343307972	38	CROP	0.083976984024	2184.67333333	5035.36075	6	0.05	0.11693710326514342	0.1	0.214618323094	False	4	5	True	0.001	0.001	4.0	265	1.250353813176	WatDiv	General
F54	1.71837186813	57	CROP	0.04711699485780001	2192.57833333	5034.85675	6	0.05	0.1218357404110852	0.1	0.221767446333	False	4	5	True	0.001	0.001	4.0	385	1.6712548732722	WatDiv	General
F54	1.86339712143	57	CROP	0.0748357772827	2192.57833333	5034.85675	6	0.05	0.1218357404110852	0.1	0.221767446333	False	4	5	True	0.001	0.001	4.0	385	1.7885613441473	WatDiv	General
F54	1.85240483284	57	CROP	0.084263086319	2192.57833333	5034.85675	6	0.05	0.1218357404110852	0.1	0.221767446333	False	4	5	True	0.001	0.001	4.0	385	1.768141746521	WatDiv	General
F55	0.8547101020810001	25	CROP	0.0566439628601	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7980661392209001	WatDiv	General
F55	0.8316521644589999	25	CROP	0.0520009994507	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7796511650082999	WatDiv	General
F55	0.83262181282	25	CROP	0.053809881210300003	2188.186	5052.74075	6	0.05	0.11173846590090733	0.1	0.207458710669	False	4	5	True	0.001	0.001	4.0	168	0.7788119316097	WatDiv	General
L11	0.7046480178829999	2	CROP	0.0299849510193	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.6746630668636999	WatDiv	General
L11	0.610809087753	2	CROP	0.0304358005524	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.5803732872006	WatDiv	General
L11	0.667448997498	2	CROP	0.024592161178599997	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.6428568363194	WatDiv	General
L12	0.403329133987	0	CROP	0.0264430046082	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.3768861293788	WatDiv	General
L12	0.41738820076	0	CROP	0.0292029380798	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.3881852626802	WatDiv	General
L12	0.423100948334	0	CROP	0.0362110137939	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.3868899345401	WatDiv	General
L13	0.727468967438	2	CROP	0.0316998958588	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.6957690715792001	WatDiv	General
L13	0.683246135712	2	CROP	0.0440950393677	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.6391510963443	WatDiv	General
L13	0.7328841686249999	2	CROP	0.0432579517365	127.09700000000001	141.6825	3	0.05	0.8970550350254972	0.1	0.8757338147339999	False	4	5	True	0.001	0.001	4.0	82	0.6896262168884999	WatDiv	General
L14	0.343967914581	0	CROP	0.0269811153412	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.3169867992398	WatDiv	General
L14	0.456991910934	0	CROP	0.024649143218999997	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.432342767715	WatDiv	General
L14	0.425891160965	0	CROP	0.0269491672516	122.95	138.261	3	0.05	0.8892601673646221	0.1	0.863655521214	False	4	5	True	0.001	0.001	4.0	35	0.3989419937134	WatDiv	General
L15	0.49430489540100003	1	CROP	0.0276260375977	125.589	140.437	3	0.05	0.8942728768059699	0.1	0.871395465016	False	4	5	True	0.001	0.001	4.0	46	0.46667885780330004	WatDiv	General
L15	0.522867918015	1	CROP	0.040784120559699995	125.589	140.437	3	0.05	0.8942728768059699	0.1	0.871395465016	False	4	5	True	0.001	0.001	4.0	46	0.4820837974553	WatDiv	General
