query,runtime_s,optimization_time_s,execution_time_s,requests,answers,timeout_reached,bushy_plan,BJ_count,HJ_count,bc_cost_p_star,ac_cost_p_star,delta,idp_k,idp_top_t,r_star_selected,idp_adaptive_k,robustness_threshold,cost_threshold,dataset,benchmark,triple_pattern_count
F44,1.0782990455627441,0.32821106910705566,0.7500879764556885,226,44,False,False,4,4,478.4371428571429,832.9519523809524,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,9
F51,0.7033350467681885,0.13963699340820312,0.5636980533599854,244,25,False,False,5,0,843.6229999999999,28276.989500000003,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.7379438877105713,0.16029882431030273,0.5776450634002686,244,25,False,False,5,0,672.473,10240.097833333333,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.688079833984375,0.11418986320495605,0.573889970779419,244,25,False,False,5,0,600.548,5396.718666666668,2.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.7070279121398926,0.15219902992248535,0.5548288822174072,244,25,False,False,5,0,576.573,3782.2589444444443,3.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.6807708740234375,0.11087894439697266,0.5698919296264648,244,25,False,False,5,0,564.5855,2975.029083333334,4.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.7534761428833008,0.17283987998962402,0.5806362628936768,244,25,False,False,5,0,557.393,2490.6911666666665,5.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.6324679851531982,0.10703110694885254,0.5254368782043457,244,25,False,False,5,0,552.598,2167.799222222222,6.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F51,0.7136189937591553,0.11375689506530762,0.5998620986938477,244,25,False,False,5,0,549.173,1937.162119047619,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.7311820983886719,0.16491103172302246,0.5662710666656494,244,25,False,False,5,0,843.6229999999999,28276.989500000003,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.7430851459503174,0.1732020378112793,0.5698831081390381,244,25,False,False,5,0,672.473,10240.097833333333,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.6609320640563965,0.1090400218963623,0.5518920421600342,244,25,False,False,5,0,600.548,5396.718666666668,2.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.6989459991455078,0.11194300651550293,0.5870029926300049,244,25,False,False,5,0,576.573,3782.2589444444443,3.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.652292013168335,0.12793993949890137,0.5243520736694336,244,25,False,False,5,0,564.5855,2975.029083333334,4.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.7311959266662598,0.15705084800720215,0.5741450786590576,244,25,False,False,5,0,557.393,2490.6911666666665,5.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.6618211269378662,0.11019182205200195,0.5516293048858643,244,25,False,False,5,0,552.598,2167.799222222222,6.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
F52,0.7264120578765869,0.14580392837524414,0.5806081295013428,244,25,False,False,5,0,549.173,1937.162119047619,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,6
L12,0.40409302711486816,0.0539700984954834,0.35012292861938477,53,0,False,False,1,1,160.36,161.60850000000002,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.2577519416809082,0.027212142944335938,0.23053979873657227,35,0,False,False,2,0,149.95000000000002,207.4485,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.3618659973144531,0.03352689743041992,0.3283390998840332,35,0,False,False,2,0,131.95000000000002,161.3235,2.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.3739910125732422,0.04789400100708008,0.3260970115661621,35,0,False,False,2,0,125.95,145.9485,3.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.4078991413116455,0.04760599136352539,0.3602931499481201,35,0,False,False,2,0,122.95,138.261,4.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.28740811347961426,0.04696297645568848,0.24044513702392578,35,0,False,False,2,0,121.15,133.6485,5.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.31433820724487305,0.034340858459472656,0.2799973487854004,35,0,False,False,2,0,119.95,130.5735,6.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L12,0.3743441104888916,0.035919189453125,0.3384249210357666,35,0,False,False,2,0,119.09285714285716,128.37707142857144,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.4010961055755615,0.035604000091552734,0.3654921054840088,60,1,False,False,1,1,167.37400000000002,168.597,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.4349029064178467,0.037833213806152344,0.39706969261169434,46,1,False,False,2,0,160.464,216.187,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.4509580135345459,0.037509918212890625,0.4134480953216553,46,1,False,False,2,0,137.214,165.687,2.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.38596296310424805,0.03606104850769043,0.3499019145965576,46,1,False,False,2,0,129.464,148.85366666666667,3.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.4478030204772949,0.037129878997802734,0.4106731414794922,46,1,False,False,2,0,125.58900000000001,140.437,4.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.43952083587646484,0.04581284523010254,0.3937079906463623,46,1,False,False,2,0,123.264,135.387,5.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.40674710273742676,0.03690695762634277,0.369840145111084,46,1,False,False,2,0,121.714,132.02033333333335,6.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L15,0.4231431484222412,0.05123400688171387,0.37190914154052734,46,1,False,False,2,0,120.60685714285714,129.61557142857143,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,16.038377046585083,0.04728293418884277,15.99109411239624,1338,48,False,False,2,0,27.261000000000003,22070.582000000002,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,16.121647119522095,0.03709912300109863,16.084547996520996,1338,48,False,False,2,0,26.761000000000003,12059.082,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,16.070188999176025,0.03603219985961914,16.034156799316406,1338,48,False,False,2,0,26.011000000000003,6052.182,2.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,15.399251937866211,0.0505828857421875,15.348669052124023,1338,48,False,False,2,0,25.761,4049.8819999999996,3.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,16.01656413078308,0.04383111000061035,15.97273302078247,1338,48,False,False,2,0,25.636000000000003,3048.732,4.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,15.682395935058594,0.047744035720825195,15.634651899337769,1338,48,False,False,2,0,25.561,2448.0420000000004,5.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,15.446624994277954,0.0477910041809082,15.398833990097046,1338,48,False,False,2,0,25.511,2047.582,6.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L24,16.320802211761475,0.04852700233459473,16.27227520942688,1338,48,False,False,2,0,25.475285714285715,1761.5391428571431,7.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L25,64.18729710578918,0.04713296890258789,64.1401641368866,5343,236,False,False,2,0,27.261000000000003,22070.582000000002,0.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
L25,62.219961166381836,0.03558707237243652,62.1843740940094,5343,236,False,False,2,0,26.761000000000003,12059.082,1.0,3,5,0,False,0.0,0.0,WatDiv,WatDiv,3
