query,runtime_s,optimization_time_s,execution_time_s,requests,answers,timeout_reached,bushy_plan,BJ_count,HJ_count,bc_cost_p_star,ac_cost_p_star,delta,idp_k,idp_top_t,r_star_selected,idp_adaptive_k,robustness_threshold,cost_threshold,dataset,benchmark,triple_pattern_count
MUQ3,1.2203428745269775,0.03763699531555176,1.1827058792114258,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.2132630348205566,0.05555605888366699,1.1577069759368896,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.1212430000305176,0.039166927337646484,1.082076072692871,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ4,1.1951470375061035,0.04892897605895996,1.1462180614471436,273,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.1629290580749512,0.0417630672454834,1.1211659908294678,273,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.1776199340820312,0.07808303833007812,1.0995368957519531,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.2119948863983154,0.07875680923461914,1.1332380771636963,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.1532189846038818,0.07946300506591797,1.0737559795379639,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
Q01,0.3681459426879883,0.09846997261047363,0.26967597007751465,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q01,0.39386606216430664,0.1344759464263916,0.25939011573791504,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q01,0.39983296394348145,0.14072608947753906,0.2591068744659424,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q01,0.5091068744659424,0.2518620491027832,0.2572448253631592,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q01,0.5019521713256836,0.2714369297027588,0.2305152416229248,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q03,0.9018950462341309,0.06389188766479492,0.8380031585693359,257,18,False,True,3,2,132.937,132.937,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q03,0.9788930416107178,0.13640713691711426,0.8424859046936035,260,18,False,True,3,2,132.937,132.937,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q03,1.0609939098358154,0.14690399169921875,0.9140899181365967,219,18,False,False,4,1,84.60749999999999,111.16900000000001,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q03,1.2044038772583008,0.28029608726501465,0.9241077899932861,219,18,False,False,4,1,84.60749999999999,111.16900000000001,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q03,1.2164959907531738,0.32292890548706055,0.8935670852661133,219,18,False,False,4,1,84.60749999999999,111.16900000000001,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q04,0.5417211055755615,0.09435105323791504,0.4473700523376465,119,54,False,True,2,3,109.95700000000002,109.95700000000002,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q04,0.9830899238586426,0.133530855178833,0.8495590686798096,95,54,False,False,3,2,71.4825,80.98675,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q04,1.0018870830535889,0.12817621231079102,0.8737108707427979,95,54,False,False,3,2,71.4825,80.98675,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q04,1.0396690368652344,0.17838788032531738,0.861281156539917,95,54,False,False,3,2,71.4825,80.98675,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q04,1.1178100109100342,0.19336605072021484,0.9244439601898193,95,54,False,False,3,2,71.4825,80.98675,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q05,68.25436902046204,0.04964804649353027,68.2047209739685,11626,1091,False,False,3,0,9076.419333333333,191431.49091666666,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q05,67.47185111045837,0.0537869930267334,67.41806411743164,11626,1091,False,False,3,0,9076.419333333333,191431.49091666666,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q05,69.247633934021,0.050137996673583984,69.19749593734741,11626,1091,False,False,3,0,9076.419333333333,191431.49091666666,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q05,69.84828996658325,0.08873200416564941,69.7595579624176,11626,1091,False,False,3,0,9076.419333333333,191431.49091666666,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q05,68.51550197601318,0.0897209644317627,68.42578101158142,11626,1091,False,False,3,0,9076.419333333333,191431.49091666666,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q07,1.389082908630371,0.2640979290008545,1.1249849796295166,358,251,False,True,1,12,347.5045,347.5045,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,14
Q07,1.6868929862976074,0.6695840358734131,1.0173089504241943,353,251,False,True,3,10,318.26716666666664,318.26716666666664,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,14
Q07,19.961210012435913,4.1645989418029785,15.796611070632935,1191,251,False,True,5,8,260.46321825396825,255.98371825396828,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,14
Q07,24.21897578239441,9.989521980285645,14.229453802108765,1883,251,False,True,4,9,278.6587738095238,274.0132738095238,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,14
Q07,35.25267004966736,32.23026704788208,3.0224030017852783,312,251,False,False,6,7,219.31233197358196,215.33083197358198,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,14
Q10,20.2705500125885,0.07517099380493164,20.19537901878357,4209,9040,False,True,1,4,2267.7953333333335,2267.7953333333335,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q10,8.294081926345825,0.07864785194396973,8.215434074401855,1574,9040,False,False,2,3,2006.0333333333333,2039.3173333333332,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q10,10.278060913085938,0.17938590049743652,10.098675012588501,1168,9040,False,False,2,3,1962.6939999999997,1977.0904999999998,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q10,10.227851152420044,0.23752999305725098,9.990321159362793,1167,9040,False,False,2,3,1962.694,1977.0904999999998,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q10,10.280777931213379,0.27201104164123535,10.008766889572144,1168,9040,False,False,2,3,1962.6939999999997,1977.0904999999998,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q12,14.184526920318604,0.12361502647399902,14.060911893844604,1067,11002,False,False,2,4,54073.9715,54073.9715,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,7
Q12,4.405977010726929,0.11991000175476074,4.286067008972168,1137,11002,False,False,3,3,53791.47499999999,53894.81333333333,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,7
Q12,4.505607843399048,0.29963183403015137,4.2059760093688965,1137,11002,False,False,3,3,53791.47499999999,53894.81333333333,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,7
Q12,4.7716569900512695,0.4231100082397461,4.348546981811523,1137,11002,False,False,3,3,53791.47499999999,53894.81333333333,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,7
Q12,4.755658149719238,0.5319569110870361,4.223701238632202,1137,11002,False,False,3,3,53791.47499999999,53894.81333333333,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,7
Q14,57.19417905807495,0.0902409553527832,57.10393810272217,13476,26570,False,False,2,3,6001.700499999999,6001.700499999999,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q14,62.933218002319336,0.10012984275817871,62.83308815956116,16805,26570,False,False,3,2,5482.882666666666,5656.3645,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q14,63.64427185058594,0.20209598541259766,63.44217586517334,16805,26570,False,False,3,2,5482.882666666666,5656.3645,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q14,64.01614093780518,0.2436380386352539,63.77250289916992,16805,26570,False,False,3,2,5482.882666666666,5656.3645,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q14,62.593395948410034,0.22486615180969238,62.36852979660034,16805,26570,False,False,3,2,5482.882666666666,5656.3645,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q17,14.973989963531494,0.10843896865844727,14.865550994873047,1693,33485,False,False,3,2,1092.0656666666669,1092.4591666666668,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q17,14.449009895324707,0.13076996803283691,14.31823992729187,1605,33485,False,False,3,2,1092.0656666666669,1092.459166666667,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q17,14.591043949127197,0.19363999366760254,14.397403955459595,1668,33485,False,False,3,2,1092.0656666666666,1092.4591666666665,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q17,13.919137001037598,0.18917083740234375,13.729966163635254,1605,33485,False,False,3,2,1092.0656666666669,1092.459166666667,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q17,20.645299196243286,0.2493000030517578,20.39599919319153,1412,33485,False,False,3,2,1092.0656666666666,1092.4591666666665,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q19,12.02864408493042,0.05942893028259277,11.969215154647827,2048,64,False,False,1,2,1477.6589999999999,1940.9477499999998,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q19,12.052340030670166,0.052410125732421875,11.999929904937744,2048,64,False,False,1,2,1477.6589999999999,1940.9477499999998,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q19,12.010178089141846,0.05568885803222656,11.95448923110962,2048,64,False,False,1,2,1477.6589999999999,1940.9477499999998,4.0,4,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q19,12.035650968551636,0.07872200012207031,11.956928968429565,2048,64,False,False,1,2,1477.6589999999999,1940.9477499999998,4.0,5,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
Q19,11.780431032180786,0.056491851806640625,11.723939180374146,2048,64,False,False,1,2,1477.6589999999999,1940.9477499999998,4.0,6,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,4
SPQ2,0.41556596755981445,0.04926586151123047,0.366300106048584,88,12,False,False,2,1,5208.607333333333,5208.607333333333,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
SPQ2,0.3904690742492676,0.05185103416442871,0.33861804008483887,88,12,False,False,2,1,5208.607333333333,5208.607333333333,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
SPQ2,0.422745943069458,0.08223104476928711,0.3405148983001709,65,12,False,False,2,1,5208.607333333333,5208.607333333333,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
SPQ2,0.40839600563049316,0.08443093299865723,0.32396507263183594,65,12,False,False,2,1,5208.607333333333,5208.607333333333,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
SPQ2,0.3926889896392822,0.07038402557373047,0.32230496406555176,65,12,False,False,2,1,5208.607333333333,5208.607333333333,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
SPQ4,0.14187192916870117,0.03521609306335449,0.10665583610534668,11,19,False,False,0,2,6.324,6.324,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
SPQ4,0.12583494186401367,0.03483390808105469,0.09100103378295898,11,19,False,False,0,2,6.324,6.324,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
SPQ4,0.13145899772644043,0.037207841873168945,0.09425115585327148,11,19,False,False,0,2,6.324,6.324,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
SPQ4,0.1332380771636963,0.034806013107299805,0.09843206405639648,11,19,False,False,0,2,6.324,6.324,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
SPQ4,0.13825416564941406,0.0375208854675293,0.10073328018188477,11,19,False,False,0,2,6.324,6.324,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
HIQ1,0.2291698455810547,0.05987191200256348,0.1692979335784912,22,2,False,False,4,0,872.375,4326.514,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ1,0.29233789443969727,0.11146903038024902,0.18086886405944824,22,2,False,False,4,0,872.375,4326.514,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ1,0.35387682914733887,0.162125825881958,0.19175100326538086,20,2,False,False,4,0,872.375,4326.514,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ1,0.3196852207183838,0.14420604705810547,0.17547917366027832,18,2,False,False,4,0,872.3749999999999,47011.022333333334,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ1,0.2863469123840332,0.14589190483093262,0.14045500755310059,18,2,False,False,4,0,872.3749999999999,47011.022333333334,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ3,0.35071301460266113,0.07767295837402344,0.2730400562286377,65,4,False,False,4,0,55.289,68.747875,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ3,0.3798058032989502,0.11561799049377441,0.2641878128051758,65,4,False,False,4,0,55.289,68.747875,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ3,0.41456007957458496,0.15730500221252441,0.25725507736206055,45,4,False,False,4,0,55.289,197.80308333333335,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ3,0.4254159927368164,0.1586148738861084,0.266801118850708,45,4,False,False,4,0,55.289,197.80308333333335,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
HIQ3,0.44107580184936523,0.21102595329284668,0.23004984855651855,45,4,False,False,4,0,55.289,197.80308333333335,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,5
LSQ1,0.4623889923095703,0.03251791000366211,0.4298710823059082,43,4,False,False,1,1,13.703,43.37050000000001,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ1,0.47328615188598633,0.035308837890625,0.43797731399536133,43,4,False,False,1,1,13.703,43.37050000000001,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ1,0.45612406730651855,0.035835981369018555,0.4202880859375,43,4,False,False,1,1,13.703,43.37050000000001,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ1,0.44362306594848633,0.05214118957519531,0.391481876373291,43,4,False,False,1,1,13.703,43.37050000000001,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ1,0.4259960651397705,0.03573799133300781,0.3902580738067627,43,4,False,False,1,1,13.703,43.37050000000001,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ4,0.5616528987884521,0.04381990432739258,0.5178329944610596,53,8,False,False,2,0,23.59,23.59,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ4,0.5792679786682129,0.045204877853393555,0.5340631008148193,53,8,False,False,2,0,23.59,23.59,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ4,0.5765440464019775,0.03351283073425293,0.5430312156677246,53,8,False,False,2,0,23.59,23.59,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ4,0.51108717918396,0.05082988739013672,0.46025729179382324,53,8,False,False,2,0,23.59,23.59,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
LSQ4,0.5784628391265869,0.047241926193237305,0.5312209129333496,53,8,False,False,2,0,23.59,23.59,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MOQ2,0.5742411613464355,0.04653501510620117,0.5277061462402344,127,46,False,False,3,0,269.1766666666667,4470.55575,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ2,0.5717430114746094,0.05266094207763672,0.5190820693969727,127,46,False,False,3,0,269.1766666666667,4470.55575,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ2,0.6513588428497314,0.09547185897827148,0.55588698387146,127,46,False,False,3,0,269.1766666666667,4470.55575,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ2,0.6117448806762695,0.06302499771118164,0.5487198829650879,127,46,False,False,3,0,269.1766666666667,4470.55575,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ2,0.5930719375610352,0.06595110893249512,0.52712082862854,127,46,False,False,3,0,269.1766666666667,4470.55575,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ5,0.4634840488433838,0.05620908737182617,0.4072749614715576,110,87,False,False,2,1,539.4533333333333,539.4533333333333,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ5,0.43404412269592285,0.06193208694458008,0.3721120357513428,110,87,False,False,2,1,539.4533333333333,539.4533333333333,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ5,0.453125,0.07690286636352539,0.3762221336364746,110,87,False,False,2,1,539.4533333333333,539.4533333333333,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ5,0.4566950798034668,0.07921290397644043,0.37748217582702637,110,87,False,False,2,1,539.4533333333333,539.4533333333333,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MOQ5,0.47345805168151855,0.1013338565826416,0.37212419509887695,110,87,False,False,2,1,539.4533333333333,539.4533333333333,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ3,1.133800983428955,0.0459749698638916,1.0878260135650635,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.154083013534546,0.04883098602294922,1.1052520275115967,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.180722951889038,0.05554699897766113,1.125175952911377,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.041830062866211,0.028514862060546875,1.013315200805664,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ3,1.062067985534668,0.035362958908081055,1.026705026626587,169,68,False,False,1,1,246.99900000000002,246.99900000000002,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,3
MUQ4,1.1088690757751465,0.042558908462524414,1.066310167312622,273,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,2,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.201718807220459,0.09297609329223633,1.1087427139282227,273,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,3,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.2265889644622803,0.11702895164489746,1.1095600128173828,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,4,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.196126937866211,0.0993659496307373,1.0967609882354736,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,5,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
MUQ4,1.192845106124878,0.07465195655822754,1.1181931495666504,235,114,False,False,2,1,355.6636666666667,355.6636666666667,4.0,6,5,0,False,0.0,0.0,nLDE BM2,nLDE BM2,4
Q01,0.3657498359680176,0.11136698722839355,0.254382848739624,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,2,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
Q01,0.35349297523498535,0.12949776649475098,0.22399520874023438,33,2,False,False,4,1,19.6455,37.078250000000004,4.0,3,5,0,False,0.0,0.0,nLDE BM1,nLDE BM1,6
