query,runtime_s,requests,answers,switch_percentage_PHJ,switch_percentage_PBJ,timeout_reached,planner,bind_join_only,hash_join_only,poly_hash_join,poly_bind_join,dataset,benchmark
F42,0.8998517990112305,225,44,0.0,0.0,False,crop,False,,True,True,watdiv,WatDiv
F42,0.9521589279174805,295,44,0.3333333333333333,0.0,False,ldp,False,,True,True,watdiv,WatDiv
F42,0.8094489574432373,226,44,0.0,0.0,False,nlde,False,,True,True,watdiv,WatDiv
F42,0.8768529891967773,225,44,0.0,0.0,False,crop,False,,True,False,watdiv,WatDiv
F42,0.9427120685577393,297,44,0.3333333333333333,0.0,False,ldp,False,,True,False,watdiv,WatDiv
F42,0.8254690170288086,226,44,0.0,0.0,False,nlde,False,,True,False,watdiv,WatDiv
F42,0.9343957901000977,225,44,0.0,0.0,False,crop,False,,False,True,watdiv,WatDiv
F42,0.9922850131988525,166,44,0.0,0.25,False,ldp nlj,True,,False,True,watdiv,WatDiv
F42,2.362544059753418,429,44,0.0,0.0,False,ldp,False,,False,True,watdiv,WatDiv
F42,0.8185598850250244,226,44,0.0,0.0,False,nlde,False,,False,True,watdiv,WatDiv
F42,0.9528441429138184,225,44,0.0,0.0,False,crop,False,,False,False,watdiv,WatDiv
F42,6.356300115585327,663,44,0.0,0.0,False,ldp nlj,True,,False,False,watdiv,WatDiv
F42,2.317594051361084,429,44,0.0,0.0,False,ldp,False,,False,False,watdiv,WatDiv
F42,0.8450548648834229,226,44,0.0,0.0,False,nlde,False,,False,False,watdiv,WatDiv
F43,0.909419059753418,234,4,0.0,0.0,False,crop,False,,True,True,watdiv,WatDiv
F43,0.9413340091705322,296,4,0.3333333333333333,0.0,False,ldp,False,,True,True,watdiv,WatDiv
F43,0.7905609607696533,254,4,0.0,0.0,False,nlde,False,,True,True,watdiv,WatDiv
F43,0.928926944732666,234,4,0.0,0.0,False,crop,False,,True,False,watdiv,WatDiv
F43,0.9832448959350586,293,4,0.3333333333333333,0.0,False,ldp,False,,True,False,watdiv,WatDiv
F43,0.8288700580596924,254,4,0.0,0.0,False,nlde,False,,True,False,watdiv,WatDiv
F43,0.9756519794464111,234,4,0.0,0.0,False,crop,False,,False,True,watdiv,WatDiv
F43,0.7462301254272461,157,4,0.0,0.25,False,ldp nlj,True,,False,True,watdiv,WatDiv
F43,2.314208984375,423,4,0.0,0.0,False,ldp,False,,False,True,watdiv,WatDiv
F43,0.8341121673583984,254,4,0.0,0.0,False,nlde,False,,False,True,watdiv,WatDiv
F43,0.9725780487060547,234,4,0.0,0.0,False,crop,False,,False,False,watdiv,WatDiv
F43,6.03687310218811,648,4,0.0,0.0,False,ldp nlj,True,,False,False,watdiv,WatDiv
F43,2.358211040496826,423,4,0.0,0.0,False,ldp,False,,False,False,watdiv,WatDiv
F43,0.8082737922668457,254,4,0.0,0.0,False,nlde,False,,False,False,watdiv,WatDiv
F44,0.9289250373840332,225,44,0.0,0.0,False,crop,False,,True,True,watdiv,WatDiv
F44,1.009840965270996,293,44,0.3333333333333333,0.0,False,ldp,False,,True,True,watdiv,WatDiv
F44,0.8150720596313477,226,44,0.0,0.0,False,nlde,False,,True,True,watdiv,WatDiv
F44,0.945530891418457,225,44,0.0,0.0,False,crop,False,,True,False,watdiv,WatDiv
F44,0.929405927658081,292,44,0.3333333333333333,0.0,False,ldp,False,,True,False,watdiv,WatDiv
F44,0.8249189853668213,226,44,0.0,0.0,False,nlde,False,,True,False,watdiv,WatDiv
