approach	dief_t	dief_t_relative	t_max	t_min	test	dataset	rank
nLDE	110.9521722869853	0.9390153209007032	2.5140000000000002	0.275138139725	example/watdiv//L45.rq	watdiv	1.0
CROP	110.62324870395521	0.9362315603171617	2.5140000000000002	0.275138139725	example/watdiv//L45.rq	watdiv	2.0
comunica	34.138500000000015	0.28892245975727426	2.5140000000000002	0.275138139725	example/watdiv//L45.rq	watdiv	3.0
nLDE	11787.621241692428	0.5140366874043389	96.3507499695	1.07994198799	example/watdiv//L51.rq	watdiv	3.0
CROP	22741.118492488305	0.9916987471909867	96.3507499695	1.07994198799	example/watdiv//L51.rq	watdiv	1.0
comunica	21427.140242710502	0.9304889321903106	96.3507499695	1.07994198799	example/watdiv//L51.rq	watdiv	2.0
nLDE	532.6549843534225	0.47807689095105355	17.1409499645	0.5620939731600001	example/watdiv//L52.rq	watdiv	3.0
CROP	1093.247274754915	0.9812285128430409	17.1409499645	0.5620939731600001	example/watdiv//L52.rq	watdiv	1.0
comunica	967.117197657	0.8548704070625496	17.1409499645	0.5620939731600001	example/watdiv//L52.rq	watdiv	2.0
nLDE	10759.043739188019	0.5019536664752202	90.0602369308	1.14977884293	example/watdiv//L53.rq	watdiv	3.0
CROP	21231.76310693092	0.9905491227291541	90.0602369308	1.14977884293	example/watdiv//L53.rq	watdiv	1.0
comunica	19907.227626461197	0.9248680914004381	90.0602369308	1.14977884293	example/watdiv//L53.rq	watdiv	2.0
nLDE	572.175704954363	0.5012913741178268	17.5600531101	0.529732942581	example/watdiv//L54.rq	watdiv	3.0
CROP	1120.3845717892216	0.9815850562502098	17.5600531101	0.529732942581	example/watdiv//L54.rq	watdiv	1.0
comunica	1004.2885052666	0.8665402324601934	17.5600531101	0.529732942581	example/watdiv//L54.rq	watdiv	2.0
nLDE	1005.6019265650662	0.46329558861697273	29.3316309452	0.573980093002	example/watdiv//L55.rq	watdiv	3.0
CROP	2140.778300642545	0.9862880297798003	29.3316309452	0.573980093002	example/watdiv//L55.rq	watdiv	1.0
comunica	1967.7339518352	0.8827070085782219	29.3316309452	0.573980093002	example/watdiv//L55.rq	watdiv	2.0
nLDE	28.646327137944	0.5482550648410335	2.75	1.85827088356	example/watdiv//S11.rq	watdiv	1.0
CROP	26.9108130931845	0.5150394850370239	2.75	1.85827088356	example/watdiv//S11.rq	watdiv	2.0
comunica	11.088	0.21221052631578946	2.75	1.85827088356	example/watdiv//S11.rq	watdiv	3.0
nLDE	11.527831418038003	0.7772270373542343	1.6480000000000001	0.582124948502	example/watdiv//S12.rq	watdiv	1.0
CROP	10.539854747773003	0.7106158810526566	1.6480000000000001	0.582124948502	example/watdiv//S12.rq	watdiv	2.0
comunica	2.629500000000001	0.17728559870550167	1.6480000000000001	0.582124948502	example/watdiv//S12.rq	watdiv	3.0
nLDE	10.0251506052025	0.7099462223073791	1.569	0.751422166824	example/watdiv//S13.rq	watdiv	1.0
CROP	9.6083880147935	0.6804325483176475	1.569	0.751422166824	example/watdiv//S13.rq	watdiv	2.0
comunica	2.5644999999999984	0.1816089512074215	1.569	0.751422166824	example/watdiv//S13.rq	watdiv	3.0
nLDE	11.470792109489501	0.7506080427620403	1.6980000000000002	0.693866014481	example/watdiv//S14.rq	watdiv	1.0
CROP	10.794286424637002	0.7063399047661956	1.6980000000000002	0.693866014481	example/watdiv//S14.rq	watdiv	2.0
comunica	2.5570000000000017	0.16732103127862855	1.6980000000000002	0.693866014481	example/watdiv//S14.rq	watdiv	3.0
nLDE	11.744902132033499	0.7689977170191514	1.6969999999999998	0.6716229915620001	example/watdiv//S15.rq	watdiv	1.0
CROP	10.332269428253998	0.6765055606792378	1.6969999999999998	0.6716229915620001	example/watdiv//S15.rq	watdiv	2.0
comunica	2.6404999999999994	0.17288679368820795	1.6969999999999998	0.6716229915620001	example/watdiv//S15.rq	watdiv	3.0
nLDE	37.68666076663002	0.3439110770495175	9.962052106860002	2.0340000000000003	example/watdiv//S21.rq	watdiv	3.0
CROP	82.12050020699002	0.7493937934410554	9.962052106860002	2.0340000000000003	example/watdiv//S21.rq	watdiv	2.0
comunica	90.84807317546	0.8290375973376447	9.962052106860002	2.0340000000000003	example/watdiv//S21.rq	watdiv	1.0
nLDE	82.536683798344	0.5789741130420629	10.1826269627	2.6260000000000003	example/watdiv//S22.rq	watdiv	3.0
CROP	109.8977056747035	0.7709048115360042	10.1826269627	2.6260000000000003	example/watdiv//S22.rq	watdiv	2.0
comunica	117.7087774778	0.8256975189841849	10.1826269627	2.6260000000000003	example/watdiv//S22.rq	watdiv	1.0
nLDE	62.0215440988125	0.5747100157665642	8.99316501617	1.9869999999999999	example/watdiv//S23.rq	watdiv	3.0
CROP	90.09934127326599	0.8348872088901634	8.99316501617	1.9869999999999999	example/watdiv//S23.rq	watdiv	2.0
comunica	90.10798019403998	0.8349672596913223	8.99316501617	1.9869999999999999	example/watdiv//S23.rq	watdiv	1.0
nLDE	77.78216135502649	0.49178977575935484	9.30361199379	1.9709999999999999	example/watdiv//S24.rq	watdiv	3.0
CROP	128.9932861328175	0.8155800527600164	9.30361199379	1.9709999999999999	example/watdiv//S24.rq	watdiv	2.0
comunica	132.46090389442998	0.8375046037328129	9.30361199379	1.9709999999999999	example/watdiv//S24.rq	watdiv	1.0
nLDE	38.865802169080006	0.35019608866339214	10.0893609524	2.145	example/watdiv//S25.rq	watdiv	3.0
CROP	81.96975767638	0.7385795976132256	10.0893609524	2.145	example/watdiv//S25.rq	watdiv	2.0
comunica	91.4769704764	0.82424330583089	10.0893609524	2.145	example/watdiv//S25.rq	watdiv	1.0
nLDE	2248.3592929124125	0.9019413081323862	7.79	1.38764214516	example/watdiv//S33.rq	watdiv	1.0
CROP	2236.6262906074257	0.897234551752016	7.79	1.38764214516	example/watdiv//S33.rq	watdiv	2.0
comunica	1012.2995000000001	0.40608933729139923	7.79	1.38764214516	example/watdiv//S33.rq	watdiv	3.0
nLDE	15.066898390770502	0.9259401665911074	4.0680000000000005	0.334229946136	example/watdiv//S42.rq	watdiv	1.0
CROP	13.277007028580003	0.8159419265351525	4.0680000000000005	0.334229946136	example/watdiv//S42.rq	watdiv	2.0
comunica	3.251000000000002	0.19979105211406106	4.0680000000000005	0.334229946136	example/watdiv//S42.rq	watdiv	3.0
nLDE	1.730898090363	0.8160764216704385	2.121	0.390101909637	example/watdiv//S43.rq	watdiv	1.0
CROP	1.680175014496	0.7921617230061292	2.121	0.390101909637	example/watdiv//S43.rq	watdiv	2.0
comunica	0.0	0.0	2.121	0.390101909637	example/watdiv//S43.rq	watdiv	3.0
nLDE	1.4528279743189998	0.844176626565369	1.7209999999999999	0.268172025681	example/watdiv//S44.rq	watdiv	1.0
CROP	1.036546989441	0.6022934279145846	1.7209999999999999	0.268172025681	example/watdiv//S44.rq	watdiv	2.0
comunica	0.0	0.0	1.7209999999999999	0.268172025681	example/watdiv//S44.rq	watdiv	3.0
nLDE	14.5024059047709	0.8543894135012902	1.886	0.522053956985	example/watdiv//S52.rq	watdiv	1.0
CROP	13.030327581405498	0.7676639319786437	1.886	0.522053956985	example/watdiv//S52.rq	watdiv	2.0
comunica	4.2905	0.2527689407328856	1.886	0.522053956985	example/watdiv//S52.rq	watdiv	3.0
nLDE	15.999599323273	0.8714378716379629	2.04	0.480808973312	example/watdiv//S54.rq	watdiv	1.0
CROP	14.531517014504	0.791476961574292	2.04	0.480808973312	example/watdiv//S54.rq	watdiv	2.0
comunica	4.57	0.24891067538126363	2.04	0.480808973312	example/watdiv//S54.rq	watdiv	3.0
nLDE	15.209516847611349	0.8635392521212372	1.9569999999999999	0.510807991028	example/watdiv//S55.rq	watdiv	1.0
CROP	13.786092961312498	0.7827225890712824	1.9569999999999999	0.510807991028	example/watdiv//S55.rq	watdiv	2.0
comunica	4.430999999999999	0.25157554079373184	1.9569999999999999	0.510807991028	example/watdiv//S55.rq	watdiv	3.0
nLDE	0.9227780036926	0.9064616932147348	1.018	0.08572697639469999	example/watdiv//S61.rq	watdiv	2.0
CROP	0.9322730236053001	0.9157888247596268	1.018	0.08572697639469999	example/watdiv//S61.rq	watdiv	1.0
comunica	0.0	0.0	1.018	0.08572697639469999	example/watdiv//S61.rq	watdiv	3.0
nLDE	0.9927998561858999	0.9218197364771588	1.077	0.08420014381410001	example/watdiv//S62.rq	watdiv	1.0
CROP	0.976383068085	0.9065766648885794	1.077	0.08420014381410001	example/watdiv//S62.rq	watdiv	2.0
comunica	0.0	0.0	1.077	0.08420014381410001	example/watdiv//S62.rq	watdiv	3.0
nLDE	1.6811831312179002	0.9298579265585731	0.904	0.0712699890137	example/watdiv//S63.rq	watdiv	1.0
CROP	1.64350679683685	0.9090192460380807	0.904	0.0712699890137	example/watdiv//S63.rq	watdiv	2.0
comunica	0.02250000000000002	0.012444690265486736	0.904	0.0712699890137	example/watdiv//S63.rq	watdiv	3.0
nLDE	0.9289891815186	0.919791268830297	1.01	0.08101081848139999	example/watdiv//S64.rq	watdiv	1.0
CROP	0.9195828533173	0.9104780725913861	1.01	0.08101081848139999	example/watdiv//S64.rq	watdiv	2.0
comunica	0.0	0.0	1.01	0.08101081848139999	example/watdiv//S64.rq	watdiv	3.0
nLDE	1.7724529066086	0.9309101400255252	0.9520000000000001	0.07204508781430001	example/watdiv//S65.rq	watdiv	1.0
CROP	1.7182356872558	0.9024347096931722	0.9520000000000001	0.07204508781430001	example/watdiv//S65.rq	watdiv	2.0
comunica	0.025500000000000023	0.013392857142857154	0.9520000000000001	0.07204508781430001	example/watdiv//S65.rq	watdiv	3.0
nLDE	4.4183481407167005	0.8714690612853452	1.014	0.189872980118	example/watdiv//S71.rq	watdiv	1.0
CROP	4.3274841976165	0.8535471790170611	1.014	0.189872980118	example/watdiv//S71.rq	watdiv	2.0
comunica	0.18999999999999995	0.03747534516765285	1.014	0.189872980118	example/watdiv//S71.rq	watdiv	3.0
nLDE	1.5902655467985	0.8661577052279413	0.9179999999999999	0.15763187408399998	example/watdiv//S72.rq	watdiv	1.0
CROP	1.489555274009	0.8113046154733116	0.9179999999999999	0.15763187408399998	example/watdiv//S72.rq	watdiv	2.0
comunica	0.06149999999999989	0.033496732026143734	0.9179999999999999	0.15763187408399998	example/watdiv//S72.rq	watdiv	3.0
nLDE	0.7632698516845999	0.9000823722695754	0.848	0.0847301483154	example/watdiv//S73.rq	watdiv	1.0
CROP	0.745562026978	0.8792005035117925	0.848	0.0847301483154	example/watdiv//S73.rq	watdiv	2.0
comunica	0.0	0.0	0.848	0.0847301483154	example/watdiv//S73.rq	watdiv	3.0
nLDE	12.701242220876502	0.8307981567815609	1.176	0.362552881241	example/watdiv//S74.rq	watdiv	2.0
CROP	12.747457039832499	0.833821104123005	1.176	0.362552881241	example/watdiv//S74.rq	watdiv	1.0
comunica	1.3329999999999993	0.08719256933542643	1.176	0.362552881241	example/watdiv//S74.rq	watdiv	3.0
nLDE	5.8044453306203	0.8242609103408549	1.006	0.303982019424	example/watdiv//S75.rq	watdiv	1.0
CROP	5.1752257986065	0.734908520108847	1.006	0.303982019424	example/watdiv//S75.rq	watdiv	2.0
comunica	0.4115000000000001	0.058435103663731905	1.006	0.303982019424	example/watdiv//S75.rq	watdiv	3.0
